id,area,name,category,status,has_tests,user_story,expected_behavior,entry_points,code_refs,gaps,notes,verified,last_updated
F-037,"distributed","Fabric onboarding — register a platform runner as a typed worker (AF-4)","fabric","complete","true","As an operator, I want to detect, health-check, and register an existing platform runner as a typed fabric worker so that the orchestrator can route work to it by kind.","onboardPlatform detects a runner, health-checks it, and upserts a RegisteredAgent with its agent_type + can_orchestrate; a not-detected platform is reported but not registered; detected-but-unhealthy is still registered with the failure noted; idempotent. Exposed via the autoclaw.fabric.onboard command (QuickPick over runners).","onboardPlatform() | autoclaw.fabric.onboard command","src/fabric/onboarding.ts:55 | src/extension.ts:3156 | package.json:366","","Wired as a VS Code command. Tested in fabricOnboarding.test.ts.",,2026-06-27
F-038,"distributed","Live heartbeat + inbox forwarding wiring (RELAY-WIRE / AF-7)","cloud","complete","true","As a user with the relay enabled, I want forwarding to happen automatically on the heartbeat tick with once-only inbox dedup so that the dashboard stays current without manual action.","On each 30s tick (guarded against overlap), the extension calls forwardHeartbeats, forwardInbox (per-message forwarded_at marker so each message relays once; marked only when actually sent/queued), flushQueue, fetchInbox, and fetchAndCacheHeartbeats — all safe no-ops when the relay is inert.","forwardHeartbeats() | forwardInbox() | gatherHeartbeatsForRelay() | gatherInboxForRelay() | extension.ts relay tick","src/cloud/forwarding.ts:75 | src/cloud/forwarding.ts:141 | src/extension.ts:3231","BACKLOG lists 'inbox forwarding at the inbox-write site' as still open — current forwarding is tick-driven (a poll), not write-site-hooked, but it is wired and dedups correctly","session_id never carried (SEC-1). Tested in cloudForwarding.test.ts.",,2026-06-27
F-039,"distributed","LMD health state machine (alive/degraded/stalled/dead)","lmd","complete","true","As an operator, I want a deterministic health state machine driven by missed-beat counts so that an agent's degradation/recovery is classified consistently.","tick() advances per-agent state by consecutive missed beats: 2=>degraded, 5=>stalled, 10=>dead; a newer heartbeat timestamp resets to alive. Fires stateChange events with from/to/at. Tracks rekickSent for escalation.","HealthStateMachine.tick() | getState()/getAll() | markRekickSent() | stateChange event","src/lmd/healthStateMachine.ts:51 | src/lmd/healthStateMachine.ts:114","","Pure in-memory, no IO. Tested in lmd.test.ts.",,2026-06-27
F-040,"distributed","LMD heartbeat reader — zero-token health polling","lmd","complete","true","As an operator, I want agent heartbeat files polled every 30s with no LLM/network cost so that I get a live health grid for the fleet panel.","HeartbeatReader reads .autoclaw/orchestrator/comms/heartbeats/<agent>.json on a 30s interval, parses the timestamp, ticks the HealthStateMachine, emits health_change on transitions, and exposes getHealthGrid(). Missing/unparseable file counts as a missed beat.","new HeartbeatReader() | HeartbeatReader.start()/stop()/getHealthGrid()","src/lmd/heartbeatReader.ts:68 | src/lmd/heartbeatReader.ts:134 | src/cli/fleet-start.ts","","Wired into the CLI fleet-start / fleet-watch runners. Tested in lmd.test.ts. Pure file IO.",,2026-06-27
F-041,"distributed","Relay payload encryption (AES-256-GCM) + heartbeat minimization","cloud","complete","true","As a privacy-conscious user, I want inbox payloads encrypted at rest server-side and heartbeats stripped of internal ids so that the relay only ever holds ciphertext for sensitive bodies.","encryptPayload/decryptPayload wrap inbox bodies in an AES-256-GCM envelope keyed by scrypt(token, installation_id); the relay stores ciphertext only. RelayHeartbeat deliberately omits session_id (SEC-1 minimization); heartbeats are forwarded in clear with a per-channel opt-out.","encryptPayload() | decryptPayload() | EncryptedEnvelope | RelayConfig.forward channel switches","src/cloud/relay.ts:226 | src/cloud/relay.ts:240 | src/cloud/relay.ts:261","","Key derived from the bearer token (couples to token rotation — noted as MVP). Tested in cloudRelay.test.ts.",,2026-06-27
F-042,"distributed","Relay server bearer-token → account auth (AF-10)","relay-server","complete","true","As a self-hoster, I want a token to map to an account (the set of my machines) so that only my machines exchange messages on a shared namespace.","resolveAccount parses Authorization: Bearer <token> and looks it up in a token→account map; unknown/absent => null => 401. loadConfig merges env (AUTOCLAW_RELAY_TOKENS=tok:acct,...) over an optional JSON file, env wins.","resolveAccount() | loadConfig()","src/relay-server/auth.ts:20 | src/relay-server/auth.ts:33","","This is the documented seam where the HOSTED variant would add a subscription/entitlement check. Tested in relayServer.test.ts.",,2026-06-27
F-043,"distributed","Route work + reviews by agent TYPE (AF-3)","fabric","complete","true","As an orchestrator, I want to rank agents and select reviewers by agent kind (e.g. auditors) so that reviews are assigned to the right type with the right consensus rule.","rankAgentsForCapabilities ranks by Jaccard overlap of (declared caps ∪ type tags); an optional requiredType filters to that kind; selectReviewers returns agents of a kind; reviewConsensusRuleFor returns the type's consensus rule (auditor => unanimous).","rankAgentsForCapabilities() | selectReviewers() | reviewConsensusRuleFor()","src/fabric/routing.ts:38 | src/fabric/routing.ts:57 | src/fabric/routing.ts:62","","Layered under the AF-9 score router (kept for type-only routing). Tested in fabricRoutingGovernance.test.ts.",,2026-06-27
F-044,"distributed","Self-hostable relay server (AF-10) — store-and-forward","relay-server","complete","true","As a self-hoster, I want a small dependency-free relay server so that my machines coordinate cross-machine for free without a hosted service.","createRelayServer serves POST /v1/heartbeat, POST /v1/inbox, GET /v1/inbox?to= (drain), GET /v1/heartbeat (fleet view), and unauthenticated GET /v1/health. RelayStore persists per-account messages (drain = at-most-once delete-on-read) and latest-per-agent heartbeats, never decrypting inbox bodies. Run via npm run relay:serve; refuses to start with no tokens configured.","createRelayServer() | npm run relay:serve | AUTOCLAW_RELAY_TOKENS / _DATA_DIR / _PORT env | RelayStore","src/relay-server/server.ts:39 | src/relay-server/store.ts:52 | package.json:973","","Matches the cloud client contract. Path segments sanitized against traversal. Tested in relayServer.test.ts.",,2026-06-27
F-045,"extension","Intelligence refresh/index-watch services + (hidden) watch commands","command","partial","false","As a user, I want to start/stop the per-host context refresh service and an index watch so that intelligence stays fresh as I edit.","autoclaw.intelligence.startRefreshService/stopRefreshService manage a RefreshServiceHandle; autoclaw.intelligence.startWatch/stopWatch manage an IndexWatchHandle. deactivate() stops both. The refresh-service commands are in package.json; the startWatch/stopWatch commands are registered in code but NOT contributed in package.json.","autoclaw.intelligence.startRefreshService | autoclaw.intelligence.stopRefreshService | autoclaw.intelligence.startWatch | autoclaw.intelligence.stopWatch","src/extension.ts:1052 | src/extension.ts:1101 | src/extension.ts:1133","autoclaw.intelligence.startWatch / stopWatch are registered in extension.ts but absent from package.json contributes.commands, so they are not discoverable in the command palette (callable only programmatically).","grep confirmed 0 occurrences of startWatch/stopWatch in package.json.",,2026-06-27
F-046,"extension","Orchestrate — Advanced Plan (optimizing planner, Pro)","command","partial","false","As a planner, I want an optimizing sprint planner during trial/license so that sprint assignment is higher quality, with the standard planner as fallback.","`autoclaw.orchestrate.advancedPlan` gates on pro.orchestrate.advanced; builds advanced input (buildAdvancedInput) and runs the premium planner when allowed, else offers Compare Plans / Enter License.","autoclaw.orchestrate.advancedPlan","src/extension.ts:1385 | src/extension.ts:1438 | src/extension.ts:85","No test in this area for advancedPlan; premium implementation is a seam (createPremiumApi).","Distinct from the gated orchestrate.plan; this is the explicit advanced-planner entry point.",,2026-06-27
F-047,"extension","Pro-feature gating (withGate / GateService)","subsystem","partial","false","As a maintainer, I want premium commands to run during trial/license and otherwise show one polite upgrade prompt with a free fallback so that monetization never blocks core usability.","`withGate(context, featureId, reason, runPaid, runFallback?)` constructs a GateService, calls gate.require({startTrial:true}); if allowed runs the paid path, else runs fallback (if any). Never throws/blocks. Used by autobuild.runNow (pro.autobuild.schedule) and orchestrate.plan/assign/review/merge (pro.orchestrate.advanced).","withGate (internal) | autoclaw.autobuild.runNow | autoclaw.orchestrate.plan | autoclaw.orchestrate.assign | autoclaw.orchestrate.review | autoclaw.orchestrate.merge","src/extension.ts:400 | src/extension.ts:664 | src/extension.ts:681","TODO at src/extension.ts:676-679 to extend gating to the remaining pro/team commands (autobuild.tail, fleet.metrics, voidspec.sync, program.*, cloud.*, bridge.*). | No test in this area for withGate; GateService tests live under src/test/licensing-*.","Per project memory enforceGates is OFF by design (commercial-USE licensing), so the gate is largely UX/trial plumbing.",,2026-06-27
F-048,"extension","Reports — Agent Scorecards","command","partial","false","As a fleet operator, I want per-agent scorecards so that I can see contribution quality and reputation, with a free fallback when unlicensed.","`autoclaw.reports.agentScorecard` runs behind the same gate pattern (premium engine or free fallback + upgrade prompts).","autoclaw.reports.agentScorecard","src/extension.ts:1351 | src/extension.ts:1373","No dedicated test in this survey area for the scorecard command body.","Premium engine path created via createPremiumApi; free fallback present.",,2026-06-27
F-049,"extension","ZippyMesh MCP server provisioning","subsystem","partial","false","As a Claude Code user, I want AutoClaw to register the ZippyMesh MCP server in my mcp.json so that the model router is available to my agent.","At activation AutoClaw locates a ZMLR path (or honors a configured path), reads/creates ~/.claude/mcp.json, injects an mcpServers.zippymesh entry (node mcp-server.js with ZMLR_BASE_URL), writes it back, and toasts to restart Claude Code. No-op if no ZMLR path is found.","MCP config writer in activate (internal)","src/extension.ts:1759 | src/extension.ts:1745 | src/extension.ts:1766","Only wires ZippyMesh into Claude Code's mcp.json; other hosts not handled here. | No tests for the mcp.json merge logic.","Best-effort; silently returns when zmlrPath unresolved.",,2026-06-27
